1024x1024, 32x32, 2, 0.008967, 0.015336 
1024x1024, 32x32, 2, 0.008274, 0.005866 
1024x1024, 32x32, 2, 0.008252, 0.005499 
1024x1024, 32x32, 2, 0.008408, 0.005703 
1024x1024, 32x32, 2, 0.008214, 0.005903 
1024x1024, 32x32, 4, 0.008432, 0.016518 
1024x1024, 32x32, 4, 0.008543, 0.003173 
1024x1024, 32x32, 4, 0.008569, 0.003150 
1024x1024, 32x32, 4, 0.008555, 0.003662 
1024x1024, 32x32, 4, 0.008510, 0.003109 
1024x1024, 32x32, 6, 0.008236, 0.003009 
1024x1024, 32x32, 6, 0.008588, 0.002252 
1024x1024, 32x32, 6, 0.008544, 0.002351 
1024x1024, 32x32, 6, 0.008534, 0.002759 
1024x1024, 32x32, 6, 0.008598, 0.002340 
1024x1024, 32x32, 8, 0.008315, 0.004885 
1024x1024, 32x32, 8, 0.016223, 0.001992 
1024x1024, 32x32, 8, 0.012642, 0.005696 
1024x1024, 32x32, 8, 0.012004, 0.005571 
1024x1024, 32x32, 8, 0.008871, 0.002023 
1024x1024, 32x32, 10, 0.008743, 0.009454 
1024x1024, 32x32, 10, 0.010747, 0.002003 
1024x1024, 32x32, 10, 0.011696, 0.002150 
1024x1024, 32x32, 10, 0.010753, 0.002011 
1024x1024, 32x32, 10, 0.012403, 0.002903 
1024x1024, 32x32, 12, 0.008270, 0.007443 
1024x1024, 32x32, 12, 0.012256, 0.003778 
1024x1024, 32x32, 12, 0.015634, 0.002077 
1024x1024, 32x32, 12, 0.013017, 0.002076 
1024x1024, 32x32, 12, 0.013599, 0.002103 
